-2.165661914653111558e-02,4.350836112972141650e-02,1.000000000000000000e+00
-2.712814937016453862e-02,-3.300509291832079417e-02,0.000000000000000000e+00
-1.964159913506902111e-02,8.123643530640069221e-02,1.000000000000000000e+00
1.612195886441657351e-03,-4.137192126771033207e-02,0.000000000000000000e+00
2.805108099126876059e-02,2.003773608474827307e-03,1.000000000000000000e+00
-2.497375579604867515e-02,5.781154785547103214e-03,0.000000000000000000e+00
-1.111431478092612338e-03,-5.549403708095125565e-02,1.000000000000000000e+00
-2.591421959985185791e-02,-7.247936953981458895e-03,0.000000000000000000e+00
1.474547885713025641e-01,3.075642371437814493e-02,1.000000000000000000e+00
-2.398950196891738718e-02,2.242554743051472857e-02,1.000000000000000000e+00
-2.515702354143113662e-02,2.549194351005106343e-03,0.000000000000000000e+00
-2.062511211123587568e-02,6.690369920409244830e-02,1.000000000000000000e+00
-2.284324954571959401e-02,3.785415408398324494e-02,0.000000000000000000e+00
2.384306396395348970e-01,-1.565040144620966772e-02,1.000000000000000000e+00
3.268234057665487385e-02,4.300623739383536981e-02,1.000000000000000000e+00
-2.715520480021029956e-02,-2.432809991980394368e-02,1.000000000000000000e+00
4.608584118735036678e-02,-2.121719161397397566e-02,1.000000000000000000e+00
-2.567225976180127420e-02,-4.100860575414272229e-03,1.000000000000000000e+00
-6.215035193794486582e-04,-2.817052620062935817e-02,0.000000000000000000e+00
4.611974294209652755e-03,-9.436099952480622027e-03,1.000000000000000000e+00
4.814386001214523286e-02,-1.252587361173068507e-02,0.000000000000000000e+00
-2.604047730643585176e-02,-8.108410093369409349e-03,0.000000000000000000e+00
-1.809047136694581087e-02,1.028742572336117239e-01,1.000000000000000000e+00
-2.408050767705133613e-02,7.934500280947703182e-03,1.000000000000000000e+00
2.256997313012330461e-02,2.373758797493842956e-02,1.000000000000000000e+00
1.117371618918200880e-02,1.463172450520355610e-03,1.000000000000000000e+00
-2.224688054834076875e-02,4.464016127831177405e-02,1.000000000000000000e+00
1.608707521953873718e-02,-3.752071680050408226e-02,0.000000000000000000e+00
1.136322646605514818e-02,2.976012106313894942e-02,0.000000000000000000e+00
-2.456005031990450213e-02,1.173594290412231615e-02,0.000000000000000000e+00
-2.486074887295620581e-02,1.664728177615334634e-03,0.000000000000000000e+00
