-2353,-1079,5,2
-2376,-1108,5,2
-1289,-604,0,2
-1415,-687,7,2
-1911,-851,4,2
-1715,-787,4,2
-554,-286,6,2
-1225,-591,0,0
-2195,-993,2,0
-519,-255,6,0
-1707,-775,4,0
-407,-185,1,0
-277,-134,8,2
-1191,-549,0,2
-216,-107,8,0
-1506,-691,7,2
-822,-380,3,2
-948,-442,3,2
-1752,-818,4,2
-1751,-809,4,0
-1048,-492,0,0
-1781,-843,4,2
-2371,-1091,5,2
-244,-145,8,2
-125,-101,8,2
-1282,-618,0,0
-709,-323,6,2
-833,-405,3,0
-2061,-946,2,2
-1027,-500,0,2
-1018,-463,0,2
-1625,-721,7,2
-2087,-967,2,2
-2295,-1038,5,2
-1835,-824,4,2
-1482,-708,7,2
-1096,-488,0,2
-2272,-1025,5,2
-2365,-1052,5,0
-1601,-753,7,2
-2237,-1025,5,2
-2421,-1125,5,2
-767,-348,3,2
-2465,-1144,5,2
-1753,-799,4,2
-1918,-905,4,0
-437,-239,1,2
-325,-173,1,2
-54,-53,8,2
-1658,-756,4,2
-1889,-847,4,2
-1346,-590,7,2
-2246,-1015,5,0
-1536,-725,7,0
-150,-100,8,2
-1441,-666,7,0
-1277,-607,0,2
-2269,-1036,5,2
-478,-245,1,2
-909,-417,3,2
-2279,-1033,5,2
-1723,-783,4,2
-490,-255,1,2
-206,-119,8,0
-120,-55,8,2
-548,-271,6,2
-891,-406,3,2
-701,-356,6,0
-1003,-478,0,0
-1133,-512,0,2
-66,-24,8,2
-1842,-838,4,2
-643,-295,6,0
-1260,-565,0,2
-244,-173,1,2
-1271,-576,0,2
-1875,-871,4,2
-1230,-629,0,2
-1849,-844,4,2
-318,-167,1,2
-2196,-988,2,2
-1621,-752,7,2
-2235,-1034,5,2
-579,-306,6,2
-1952,-908,2,0
-1967,-922,2,2
-1625,-766,7,0
-1160,-533,0,2
-2271,-1037,5,2
-2133,-984,2,0
-1519,-726,7,2
-1721,-786,4,2
-1258,-569,0,2
-192,-81,8,2
-1371,-633,7,0
-206,-97,8,2
-1036,-491,0,0
-1158,-532,0,0
-689,-332,6,2
-1540,-708,7,2
-253,-179,1,0
-1096,-519,0,0
-487,-245,1,2
-972,-429,3,2
-89,-57,8,2
-1803,-821,4,0
-1798,-818,4,2
-1071,-507,0,2
-985,-462,3,2
-291,-162,1,2
-2173,-981,2,2
-2313,-1056,5,0
-1906,-879,4,0
-2025,-905,2,2
-79,-58,8,2
-2475,-1155,5,2
-1794,-837,4,2
-1076,-520,0,0
-1515,-711,7,2
-86,-47,8,2
-1132,-503,0,2
-240,-132,8,2
-2345,-1054,5,2
-1641,-746,4,0
-1808,-804,4,2
-1722,-805,4,0
-180,-78,8,2
-193,-107,8,0
-344,-181,1,2
-2032,-930,2,2
-2359,-1067,5,2
-2201,-993,2,2
-204,-113,8,2
-1555,-717,7,2
-455,-237,1,2
-287,-141,1,0
-2289,-1055,5,2
-632,-296,6,2
-1962,-876,2,2
-2380,-1096,5,0
-2303,-1086,5,2
-1422,-639,7,2
-1849,-819,4,2
-1077,-513,0,0
-72,-82,8,2
-932,-433,3,2
-786,-354,3,2
-127,-81,8,2
-878,-456,3,2
-765,-368,3,2
-899,-425,3,2
-1107,-519,0,2
-615,-289,6,2
-1782,-807,4,2
-1536,-733,7,0
-949,-463,3,2
-1290,-586,0,2
-2194,-1033,2,2
-1031,-475,0,2
-1384,-646,7,2
-2049,-991,2,2
-1560,-709,7,2
-2369,-1088,5,2
-2410,-1082,5,2
-1129,-533,0,0
-1185,-537,0,2
-1428,-669,7,2
-62,-54,8,2
-1585,-728,7,2
-2230,-1058,5,2
-336,-160,1,2
-797,-370,3,2
-2493,-1143,5,0
-2168,-983,2,2
-502,-236,1,0
-1554,-709,7,2
-1861,-841,4,2
-2215,-1014,2,2
-906,-413,3,2
-2078,-945,2,2
-849,-405,3,0
-175,-102,8,2
-2310,-1043,5,2
-1709,-794,4,0
-1741,-799,4,0
-1816,-837,4,2
-437,-223,1,2
-376,-211,1,2
-2526,-1141,5,2
-108,-99,8,0
-532,-256,6,2
-589,-265,6,2
-2241,-1033,5,2
-247,-135,8,2
-337,-181,1,2
-1095,-497,0,2
-2503,-1137,5,2
-2277,-1042,5,0
-352,-166,1,0
-1923,-870,2,2
-2138,-961,2,2
-720,-322,6,2
-1573,-743,7,0
-1546,-713,7,2
-2210,-1015,2,2
-447,-211,1,2
-268,-134,8,0
-2049,-939,2,2
-1214,-588,0,0
-2328,-1059,5,2
